Vatten-ID	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Distrikt	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Vattentyp - Sjö	Limnisk vattentypsregion	Medeldjup (m)	Alkalinitet (mekv/l)	Humus (mg Pt/l)
SE718426-164699	Stor-Holmträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE715909-165501	Innersjön	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Preliminär vattenförekomst	3-LB	3		L	B
SE742098-153959	Låddaursavon	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE748851-173841	Haukijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE723129-156750	Stor-Svärtträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE748256-170610	Paukijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE734150-177077	Vitträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE735926-177449	Hatträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE736878-154465	Luleb Illitj-Jaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735884-181575	Räktjärv	Kalixälven - SE4000	Norrbotten - 25	Kalix - 2514, Överkalix - 2513	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE729430-173465	Lill-Korsträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE729082-149831	WA23227365	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE729117-154634	Renträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE753036-160124	Battajavri	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE750685-176388	Merasjärvi	Kalixälven - SE4000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE741407-161672	Salasjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE719935-170960	Båtforsaggan	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417, Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE727178-155880	Lösträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE737258-171113	Tjåkak	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE714478-172293	Bjursjön	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE758203-160308	Håikanjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE723262-163876	Malåträsket	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE725933-159674	Jörboken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE734318-175046	Mörtträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE747151-152432	Kasakjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE737691-184162	Puostijärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE764158-169691	Rautojaureh	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735052-151887	Norra Tjålmejaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE739758-166711	Purkijaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733340-178395	Niemiselet	Råneälven - SE7000	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE716817-168735	Petisträsket	Sävarån - SE26000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE717870-171521	Tvärträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE714175-175167	Holmsjön	Kålabodaån - SE23000	Västerbotten - 24	Robertsfors - 2409	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE721733-156716	Stenselet	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE742892-158231	Miertekjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE715354-169878	Vägsjön	Sävarån - SE26000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE751257-169034	Nilakkajärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE737928-160178	Nietajaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732255-163233	Valkanjaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE734287-152621	Ahajaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE722293-162959	Hornträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE740803-156504	Buoktjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE718353-165242	Grundträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE738681-168003	Sör-Tjalmejaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE747651-171735	Kutsasjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE729044-179337	Skurholmsfjärden	Kustområde - SE8009	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE721145-174409	Hemträsket	Kustområde - SE18019	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE730209-176029	Alträsket	Alån - SE10000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE727702-162834	Sotträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE720443-172685	Grånästjärn	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE730046-155782	Luossejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE756922-178171	Isojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE745431-167644	Unna-Rippajaurasj	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE722532-175259	Tåmträsket	Kustområde - SE17018	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE739402-154986	Gädgaureh H.814	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE725122-160283	Näresträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE755349-156867	Rarkajaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Preliminär vattenförekomst	3-LK	3		L	K
SE729024-176309	Inre Bjursträsket	Alån - SE10000	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE757800-177847	Venejärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3GLB	3	G	L	B
SE734351-178340	Grundträsktjärnen	Råneälven - SE7000	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE745891-155317	Fästajaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE752427-180607	Naakajärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733627-165885	Lill-Varjisträsket	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505, Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE744587-181158	Nuoksujärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE727731-171618	Bänkerträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE744757-180884	Lompolojärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE722124-160002	Granträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE720524-157938	Yttre Joranträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE737049-167381	Majtumsjön	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE746074-167263	Stuor-Saiva	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE709930-166134	Stensvattnet	Öreälven - SE30000	Västerbotten - 24	Bjurholm - 2403	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE731002-168701	Ljusträsket	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE733060-158650	Ullaksjön	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE757061-175868	Kuormakkajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3GLB	3	G	L	B
SE712080-165701	Stor-Sandsjön	Öreälven - SE30000	Västerbotten - 24	Bjurholm - 2403, Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE715979-171065	Tallträsket	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE735334-153714	Iraft	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3MLK	3	M	L	K
SE727076-155981	Sarvesträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE728309-173465	Yttre Arvidsträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE759589-160661	Låktajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE745297-160381	WA53925400	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE740141-169085	Fatjassjön	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE749694-168027	WA14074412	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE749082-173830	Teukkalantto	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735809-178554	Långselet	Vitån - SE6000	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE748869-172073	Ylijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736186-177352	Storträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE724971-153815	Stor-Havssjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE714310-165270	Stenträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE741692-152638	Rätniltjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE744683-154388	WA52858585	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE741126-184431	Kaitajuojärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE722155-158143	Lankasjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE739161-165728	Nårvejaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE748373-168976	Tapmukjaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE747989-170210	Kotijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735408-161576	WA79815447	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE748366-160545	Pietsaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE741874-185464	Kuittasjärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE731205-151045	Äivisjaurajte	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE728730-152912	Tallträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733509-176426	Norr-Altervattnet	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE750033-173866	Sattajärvi	Kalixälven - SE4000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE753473-158387	Littejaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE725040-164688	Vågträsket	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE725940-156751	Stora Harrträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE734827-162282	Lulep Vatjamjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE723196-164448	Brunträsket	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE740783-157216	Sattermjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE746937-155608	Kåbtåjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE752702-169797	Alanen Aptasjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE723803-175962	Finnträsket	Jävreån - SE16000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE735023-151175	Båssjosjaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE730683-167080	Bergträsket	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3MLB	3	M	L	B
SE758953-165986	Ripasjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE726622-156795	Geristräsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE737696-183441	Länsi Matkajärvi	Sangisälven - SE3000	Norrbotten - 25	Övertorneå - 2518	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE732806-180052	Sladan	Vitån - SE6000	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Vattenförekomst	2GLB	2	G	L	B
SE727151-170332	Inre Huvträsket	Åbyälven - SE17000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE746345-170814	Välkommatjärnarna	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	----				
SE757516-171415	Rienakjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE714911-165756	Yttre-Kroksjön	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE721521-155096	Näsvattnet	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE729741-169680	Städdjejaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE717325-172845	Degertjärnen	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE732725-185451	Inre Mjöträsket	Kustområde - SE2003	Norrbotten - 25	Kalix - 2514	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE731561-163404	Västra Järfojaur	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE733951-155292	Kramasjön	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733982-154624	Luleb Tjelkesjaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE716304-159065	Lövträsket	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481, Vilhelmina - 2462	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE723692-170607	Stor-Klintträsket	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE758969-166208	Kärkeluoppal	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE731806-173782	Norrsjön	Alterälven - SE12000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE737805-166264	Sjuvajaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE747014-167415	Sjaunjajaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE717107-168591	Stor-Godträsket	Sävarån - SE26000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE746087-166874	Puotojaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE737480-176014	Pålkemjaure	Råneälven - SE7000	Norrbotten - 25	Boden - 2582, Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE737289-165788	Lulle-Akojaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE727465-176989	Övreträsket	Rosån - SE11000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2GLB	2	G	L	B
SE712586-170330	Fäbodträsket	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE756422-162938	Kiekajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE721811-171800	Nyträsket	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE752286-179805	Kukasjärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE733855-177871	Degerselet	Råneälven - SE7000	Norrbotten - 25	Boden - 2582, Luleå - 2580	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE709218-169710	Sidensjön	Umeälven - SE28000	Västerbotten - 24	Vännäs - 2460	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE749078-171735	Hintsajärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE739087-154586	Luleb Luoitaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE745096-156597	Låptåvakkjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE745329-167906	Rippajaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE732901-177370	Hundsjön	Altersundet - SE8000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE741875-181254	Liminkajärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE755611-161121	Unna Vistasajaure	Kalixälven - SE4000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE737102-159592	Sjiunjanjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732401-497879	Överuman	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3DLK	3	D	L	K
SE729311-147080	Västansjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3MLK	3	M	L	K
SE711945-167290	Lill-Ramsjön	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE733511-146452	Stor-Auron	Rana - SE116000	Västerbotten - 24	Sorsele - 2422, Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733080-159125	Sälla	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736106-164272	Udtjajaure	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE732288-173170	Yttre Mjövattnet	Piteälven - SE13000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE727635-172653	Tällträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE712045-171319	Mickelsträsket	Tavleån - SE27000	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE728711-165241	Västra Kikkejaure	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE756800-161069	Vuolle Alesjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732219-178308	Gemträsket	Altersundet - SE8000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE749778-170912	Njuorakjaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE731295-157882	Maskaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE741602-180051	Vallsjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE749273-171056	Salmijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE726801-168415	Metträsket	Byskeälven - SE18000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE755999-171078	Tahkojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE723233-167626	Bredträsket	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE758903-163414	SE758903-163414	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE758655-675347	Torneträsk	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Preliminär vattenförekomst	3DLK	3	D	L	K
