EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Allmänna uppgifter	Vattentyp - Sjö	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Djupkategori	Yta	Färg (Humus)	Bakgrundsalkalinitet
SE737606-167116	Spadnaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE737454-167571	Tårrajaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE735625-166810	Juokeljaure	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE735750-163713	Harrokjaure	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE747161-163565	Langas	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523, Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	KMV(F)	S2DLNN	S	2	D	L	N	N
SE743475-167467	Porjusselet	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523, Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSYN	S	2	D	S	Y	N
SE739304-179001	Naisjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE738362-181784	Alsjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE737142-180862	Tansjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE736177-181231	Kälvjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE736920-183263	Kiilisjärvi	Sangisälven - SE3000	Norrbotten - 25	Överkalix - 2513, Övertorneå - 2518	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734869-181314	Morjärvsträsket	Kalixälven - SE4000	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734840-180653	Bredträsket	Töreälven - SE5000	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733033-181091	Bölsträsket	Töreälven - SE5000	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732232-182110	Storträsket	Kustområde - SE4005	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE741451-184497	Pyhäjärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE740542-182998	Kuurajärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE737771-184692	Armasjärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE737349-184099	Liehittäjäjärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE736163-185224	Vuomajärvi	Keräsjoki - SE2000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE755900-182201	Naankijärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE752427-180607	Naakajärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE745902-180612	Äihämäjärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE744587-181158	Nuoksujärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE741875-181254	Liminkajärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE753825-158200	Tutturjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE753330-159316	Tjuolakjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE752891-155650	Upmas	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE752329-165636	Unna Ratekasj	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE751848-158585	Suorkejaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSNN	S	2	D	S	N	N
SE751190-162993	Tjuoltajaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE750459-163044	Saiva-Läffa	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE750099-161739	Lermejaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE749958-172085	Nunasjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE749067-162956	Stuor Tuvva	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE748256-170610	Paukijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE748395-169438	Kieblejaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE748245-164772	Saiva	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE747449-170865	Tjeikas	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE747374-171309	Storsjön	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE746451-166079	Ijamjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE745854-167454	Måskejaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE745113-171209	Harrträsket	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE744518-169520	Stuor Kartojaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE744367-170732	Iso Kuolpajärvi	Råneälven - SE7000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE741644-176424	Kautujärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE741197-173249	Siekajärvi	Råneälven - SE7000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE753092-162985	Ladtjojaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523, Kiruna - 2584	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE752306-167779	Kaalasjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523, Kiruna - 2584	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SLNN	S	2	S	L	N	N
SE730010-170281	Stor-Laver	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729914-174907	Pite-Altervattnet	Alterälven - SE12000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE729408-173229	Stor-Korsträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE729023-172515	Djupträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE733560-178883	Yttre-Fällträsket	Råneälven - SE7000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733212-178872	Hemträsket	Råneälven - SE7000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732388-179324	Bölsselet	Råneälven - SE7000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE729184-178553	Gammelstadsfjärden	Luleälven - SE9000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DLNN	S	3	D	L	N	N
SE728235-177084	Fällträsket	Alån - SE10000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733855-177871	Degerselet	Råneälven - SE7000	Norrbotten - 25	Boden - 2582, Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DLYN	S	3	D	L	Y	N
SE727731-171618	Bänkerträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE727765-173108	Pelloträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE727621-174411	Storsträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE727245-171137	Stavaträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE725678-176759	Storträsket	Kustområde - SE12013	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE724701-176312	Inre-Jävreträsket	Jävreån - SE16000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE728023-172906	Fjälaträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581, Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE736648-173051	Költräsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE736186-177067	Mörtträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE735391-177064	Stor-Lappträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE735646-174985	Holmsvattnet	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE735019-175943	Övre Flåsjön	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE735132-174249	Bredträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE734150-177077	Vitträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733509-176426	Norr-Altervattnet	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732886-173560	Degerträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE732566-176330	Långsjön	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE731623-174723	Långsjön	Alån - SE10000	Norrbotten - 25	Boden - 2582	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE731810-174065	Vitträsket	Alån - SE10000	Norrbotten - 25	Boden - 2582	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE731545-176897	Bodträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE735879-171750	Kettisträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582, Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE734916-184815	Haukijärvi	Sangisälven - SE3000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733906-186007	Hirvijärvi	Keräsjoki - SE2000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732989-186036	Präntijärvi	Kustområde - SE2003	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE764998-168780	Tjålmejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE764324-169601	Rautojaureh H.741	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE763333-169132	Padjemus Våkajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE762863-169310	Kaskamus Våkajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE761503-168469	Sinukjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE761248-176650	Mannajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE760276-160273	Pajep Njuorajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE760384-160733	Vuolep Njuorajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE759691-161414	Paktajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE759250-167458	Vuoskojaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE758861-176872	Koulusjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE758512-161077	Pajemus Kårsavaggejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE758228-169987	Pirttimysjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE758050-179098	Porattomajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE756383-167908	Jekejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE756753-166138	Nakerjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE756800-161069	Vuolle Alesjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE755768-169050	Alep Vuolusjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE755413-168450	Alajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE756133-174848	Vuoksujärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE755374-170150	Alanen Sevujärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE755266-167341	Kaitasjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE754754-169655	Harrijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE754630-176810	Temminkijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE754260-169261	Kirkkoväärtijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE753899-174464	Kulijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE753150-174446	Airijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE752535-177312	Junojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE750033-173866	Sattajärvi	Kalixälven - SE4000	Norrbotten - 25	Kiruna - 2584	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE668779-140307	Ärten	Göta älv - SE108000	Dalarna - 20	Vansbro - 2021	SE5	SE5	Gullspångsälven	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE661730-130842	Södra Örsjön	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE669815-132313	Hällsjön	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE653581-128782	Nacketjärnen	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE661648-130509	Körttjärnet	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE656205-129795	Svartjärnet	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE656536-128433	Rötjärn	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE656335-128898	Sillesjö	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE647841-137343	Ormsjön	Göta älv - SE108000	Västra Götaland - 14	Skara - 1495	SE5	SE5	Lidan	LW	Vattenförekomst	NV(F)	S6DSYY	S	6	D	S	Y	Y
SE658754-137224	Kroppkärrssjön	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Vänern och dess närområden	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE655381-128011	Grundsjön	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE656569-127082	Sämsjön	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE656266-128216	Svarttjärnen	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE656257-128591	Yngnesjö	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
