EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Tillkomst/härkomst	Vattentyp - Vattendrag	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Avrinningsområde	Färg (Humus)	Bakgrundsalkalinitet
SE634024-153595	Lillån: Emån - Tjuståsasjön	Emån - SE74000	Kalmar - 08	Mönsterås - 0861, Oskarshamn - 0882	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V4SNN	V	4	S	N	N
SE638906-143463	Bodanäsaån: Kvarntorpsån	Emån - SE74000	Jönköping - 06	Nässjö - 0682	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE666273-159432	Velångsbäcken	Norrström - SE61000	Uppsala - 03	Uppsala - 0380	SE3	SE3	Fyrisån	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE624770-147942	LILLÅN: Nättrabyån - Stora Alljungen	Nättrabyån - SE81000	Blekinge - 10	Karlskrona - 1080	SE4	SE4	Nättrabyån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE668772-163256	Olandsån	Olandsån - SE56000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Olandsån	RW	Vattenförekomst	NV(F)	V4LYY	V	4	L	Y	Y
SE634480-136336	Ängån: Nissan - Stålebobäcken	Nissan - SE101000	Jönköping - 06	Gislaved - 0662	SE5	SE5	Nissan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE638921-135686	Getevadsån/Oltorpsån: Bystadsjön - Grytteredssjön	Ätran - SE103000	Västra Götaland - 14	Tranemo - 1452, Ulricehamn - 1491	SE5	SE5	Ätran	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE639948-132290	Björken-Bolingen	Viskan - SE105000	Västra Götaland - 14	Borås - 1490	SE5	SE5	Viskan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE632044-135443	Gassboån (Holmsjön-Höljeryd)	Nissan - SE101000	Halland - 13	Hylte - 1315	SE5	SE5	Nissan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE662863-150312	Gisslarboån: mellan Långsvan och Norrsjön	Norrström - SE61000	Västmanland - 19	Skinnskatteberg - 1904	SE3	SE3	Hedströmmen	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE645295-147647	Humpån	Motala ström - SE67000	Östergötland - 05	Linköping - 0580	SE4	SE4	Motalaström sydvästra	RW	Vattenförekomst	NV(R)	V4SYN	V	4	S	Y	N
SE627592-145948	Stångsmålaån 	Ronnebyån - SE82000	Kronoberg - 07	Tingsryd - 0763	SE4	SE4	Ronnebyån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE642520-139531	Knipån	Motala ström - SE67000	Jönköping - 06	Habo - 0643	SE4	SE4	Vättern	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE632473-150544	Bäsebäck: Älebäcken - Boasjö	Alsterån - SE75000	Kalmar - 08	Nybro - 0881	SE4	SE4	Alsterån-Mönsterås	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE643408-154899	Vindån (Mörketorpsbäcken - Havet)	Vindån - SE69000	Östergötland - 05	Valdemarsvik - 0563	SE4	SE4	Vindån	RW	Vattenförekomst	NV(R)	V4SYN	V	4	S	Y	N
SE658722-149039	Arbogaån mellan Ässingån och Skedviån	Norrström - SE61000	Västmanland - 19, Örebro - 18	Arboga - 1984, Lindesberg - 1885	SE3	SE3	Nedre Arbogaån	RW	Vattenförekomst	NV(F)	V4LYN	V	4	L	Y	N
SE625256-136538	Åldammsbäcken	Helge å - SE88000	Skåne - 12, Kronoberg - 07	Hässleholm - 1293, Markaryd - 0767	SE4	SE4	Helgeå	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE633453-130460	Björkasjöbäcken (Mjällsjön-Björkasjö)	Kustområde - SE103104	Halland - 13	Falkenberg - 1382, Varberg - 1383	SE5	SE5	Törlan, Uttran och Ramsjö kanal (TUR)	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE631779-133350	Lillån/Bosgårdsån	Nissan - SE101000	Halland - 13	Hylte - 1315	SE5	SE5	Nissan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE623943-142029	SKRÄBEÅN: Vilshultsån - Halen	Skräbeån - SE87000	Blekinge - 10	Olofström - 1060	SE4	SE4	Skräbeån	RW	Vattenförekomst	NV(F)	V5LYN	V	5	L	Y	N
SE634706-129802	Skottsjöbäcken (till Skuttran)	Viskan - SE105000	Halland - 13	Varberg - 1383	SE5	SE5	Viskan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE637408-145833	Solgenån: Brunnshultadammen - Klintedammen	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V4LYN	V	4	L	Y	N
SE639571-138458	Lillån: Kattån - Kyrkebäcken	Nissan - SE101000	Jönköping - 06	Jönköping - 0680	SE5	SE5	Nissan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE665322-146192	Haggeån mellan Simmelsjön och St Avlången	Norrström - SE61000	Örebro - 18	Ljusnarsberg - 1864	SE3	SE3	Kolbäcksån	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE628364-146880	Bäck vid Öljeholm	Ronnebyån - SE82000	Kronoberg - 07	Lessebo - 0761, Tingsryd - 0763	SE4	SE4	Ronnebyån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE650153-146163	Hällestadsån (L. Salstern-St. Vänstern)	Motala ström - SE67000	Östergötland - 05	Motala - 0583	SE4	SE4	Finspångsåarna	RW	Vattenförekomst	NV(R)	V4SYN	V	4	S	Y	N
SE662380-152997	Tegabäcken	Norrström - SE61000	Västmanland - 19	Surahammar - 1907, Västerås - 1980	SE3	SE3	Svartån till Mälaren	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE629478-133909	Fylleån (Töddesjön-Gyltigesjön)	Fylleån - SE100000	Halland - 13	Halmstad - 1380	SE5	SE5	Fylleån	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE637352-148266	Pauliströmsån: Emån - Stora Bellen	Emån - SE74000	Jönköping - 06, Kalmar - 08	Eksjö - 0686, Hultsfred - 0860, Vetlanda - 0685	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V4LYN	V	4	L	Y	N
SE623915-131881	Rönne å: Rössjöholmsån-Hunserödsbäcken	Rönne å - SE96000	Skåne - 12	Ängelholm - 1292	SE5	SE5	Rönne å	RW	Vattenförekomst	NV(F)	V5LYY	V	5	L	Y	Y
SE639310-146180	Brusaån: Bruksdammen - Stensjön	Emån - SE74000	Jönköping - 06	Eksjö - 0686	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V7LYN	V	7	L	Y	N
SE667968-161479	Fyrisån Dannemorasjön - Stordammen	Norrström - SE61000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Fyrisån	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE628991-146248	Bäck från Vasen	Ronnebyån - SE82000	Kronoberg - 07	Lessebo - 0761	SE4	SE4	Ronnebyån	RW	Vattenförekomst	NV(F)	V4SNN	V	4	S	N	N
SE646150-152257	Borkhultsån Borken-Yxningen	Söderköpingsån - SE68000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Söderköpingsån och Slätbaken	RW	Vattenförekomst	NV(R)	V4SYN	V	4	S	Y	N
SE651746-124225	Gramseälven - St Anrås till Nordkas	Kustområde - SE110111	Västra Götaland - 14	Tanum - 1435	SE5	SE5	Kustnära områden (norr)	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE669634-161396	Forsmarksån	Forsmarksån - SE55000	Uppsala - 03	Tierp - 0360	SE3	SE3	Forsmarksån	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE650731-140939	Kvarnängsån	Motala ström - SE67000	Västra Götaland - 14	Karlsborg - 1446, Töreboda - 1473	SE4	SE4	Vättern	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE617647-132834	HÖJE Å:Södra Västkustvägen-Önnerupsbäcken	Höje å - SE91000	Skåne - 12	Lomma - 1262	SE4	SE4	Höjeå	RW	Vattenförekomst	NV(F)	V5SNY	V	5	S	N	Y
SE651498-151240	Vattendraget från Ljussjön till Holpen	Nyköpingsån - SE65000	Östergötland - 05	Finspång - 0562	SE3	SE3	Nyköpingsån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE624623-147664	NÄTTRABYÅN: Lillån - Bäck från Stora Skälen	Nättrabyån - SE81000	Blekinge - 10	Karlskrona - 1080	SE4	SE4	Nättrabyån	RW	Vattenförekomst	NV(F)	V4LYN	V	4	L	Y	N
SE634664-138147	Storån: Lillån vid Herrestad - Lillån från Hästhultasjön	Lagan - SE98000	Jönköping - 06	Gnosjö - 0617, Värnamo - 0683	SE5	SE5	Lagan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE639945-151560	Falsterboån: Yxern - Gerssjöbäcken	Botorpsströmmen - SE71000	Kalmar - 08	Vimmerby - 0884	SE4	SE4	Botorpsströmmen	RW	Vattenförekomst	NV(F)	V4SNN	V	4	S	N	N
SE664831-163839	Hosjöån	Olandsån - SE56000	Uppsala - 03	Uppsala - 0380	SE3	SE3	Olandsån	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE635596-133437	Lillån: Kalvsjön - sammanflödet med Ätran	Ätran - SE103000	Västra Götaland - 14	Svenljunga - 1465	SE5	SE5	Ätran	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE660765-165626	Loån	Kustområde - SE59060	Stockholm - 01	Österåker - 0117	SE3	SE3	Furusundsleden	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE630575-132351	Döblaån	Suseån - SE102000	Halland - 13	Halmstad - 1380	SE5	SE5	Suseån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE653165-144530	Bronaån	Motala ström - SE67000	Örebro - 18	Askersund - 1882	SE4	SE4	Vättern	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE665033-154913	Sagån: Sagån, Hillingbäcken	Norrström - SE61000	Västmanland - 19	Sala - 1981	SE3	SE3	Sagån	RW	Vattenförekomst	NV(F)	V4LYY	V	4	L	Y	Y
SE643220-147785	Bäck från Ören till Storån	Motala ström - SE67000	Östergötland - 05	Kinda - 0513	SE4	SE4	Stångån	RW	Vattenförekomst	NV(R)	V4LYN	V	4	L	Y	N
SE652707-146428	Björnfallskanalen	Motala ström - SE67000	Örebro - 18	Askersund - 1882	SE4	SE4	Finspångsåarna	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE632538-131924	Lilla Å (Musån-källorna)	Ätran - SE103000	Halland - 13	Falkenberg - 1382	SE5	SE5	Ätran	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE647733-140992	Gärebäcken: Öasjön till Axtorp	Göta älv - SE108000	Västra Götaland - 14	Tibro - 1472	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE623797-141656	SKRÄBEÅN: Halen - Raslången	Skräbeån - SE87000	Blekinge - 10	Olofström - 1060	SE4	SE4	Skräbeån	RW	Vattenförekomst	NV(F)	V5LYN	V	5	L	Y	N
SE635845-135751	Västerån: Majsjön - Mörke Malen	Nissan - SE101000	Jönköping - 06	Gislaved - 0662	SE5	SE5	Nissan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE638505-139801	Ekebergsbäcken	Lagan - SE98000	Jönköping - 06	Vaggeryd - 0665	SE5	SE5	Lagan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE661797-145589	Brattforsbäcken mellan Aspen och Usken	Norrström - SE61000	Örebro - 18	Lindesberg - 1885	SE3	SE3	Dyltaån	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE635069-165606	Snoderån-Hemse	Snoderån - SE118000	Gotland - 09	Gotland - 0980	SE4	SE4	Snoderån	RW	Vattenförekomst	NV(F)	V4SNY	V	4	S	N	Y
SE622168-139594	Helge å: Araslövssjön - Bivarödsån	Helge å - SE88000	Skåne - 12	Kristianstad - 1290, Östra Göinge - 1256	SE4	SE4	Helgeå	RW	Vattenförekomst	NV(F)	V5LYN	V	5	L	Y	N
SE669168-162568	Länsöån	Forsmarksån - SE55000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Forsmarksån	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE650746-147402	Hättorpsån	Motala ström - SE67000	Östergötland - 05	Motala - 0583	SE4	SE4	Finspångsåarna	RW	Vattenförekomst	NV(R)	V4SYN	V	4	S	Y	N
SE667994-145618	Norrboån	Norrström - SE61000	Dalarna - 20	Ludvika - 2085	SE3	SE3	Kolbäcksån	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE653721-127559	Högsbäcken	Örekilsälven - SE110000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Örekilsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE630620-145035	RISINGEBÄCK: Årydsjön - Åredasjön	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE636044-147524	Skärveteån: Skirösjön - Övrasjön	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE636910-143393	Sävsjöån	Lagan - SE98000	Jönköping - 06	Nässjö - 0682, Sävsjö - 0684	SE5	SE5	Lagan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE653423-156690	Sågsjöbäcken	Svärtaån - SE64000	Södermanland - 04	Nyköping - 0480	SE3	SE3	Svärtaån	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE619696-132890	Braån	Saxån - SE93000	Skåne - 12	Eslöv - 1285, Landskrona - 1282, Svalöv - 1214	SE4	SE4	Saxån	RW	Vattenförekomst	NV(F)	V5LNY	V	5	L	N	Y
SE639661-137039	Gunntorpaån	Ätran - SE103000	Västra Götaland - 14	Ulricehamn - 1491	SE5	SE5	Ätran	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE711162-166118	Hammonsbäcken	Öreälven - SE30000	Västerbotten - 24	Bjurholm - 2403	SE1	SE1	Södra Västerbotten med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE713170-171290	Brännbäcken	Sävarån - SE26000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE713196-169323	Långbäcken	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE713215-174315	Trybäcken	Rickleån - SE24000	Västerbotten - 24	Robertsfors - 2409	SE1	SE1	Mellanbygden med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE713244-167843	Gransjöbäcken	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE715498-171424	Holktjärnbäcken	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE715605-166532	Svarttjärnbäcken	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE715654-159530	Granån	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481, Vilhelmina - 2462, Åsele - 2463	SE1	SE1	Södra Västerbotten med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LYN	V	2	L	Y	N
SE715681-175606	Mångbyån	Mångbyån - SE22000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE717468-145043	Sjoutälven	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	SE2	SE2	Ström	RW	Preliminär vattenförekomst		-----					
SE717692-175538	Harrsjöb.	Kustområde - SE21022	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE717772-172944	Brännbäcken	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE717845-160016	Norrsjöbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE718810-175307	SE718810-175307	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE718882-175290	Skellefteälven	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE718930-174904	SE718930-174904	Kustområde - SE20021	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE718948-171675	Finnforsån	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE720555-157684	Joranbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE720821-161121	Stenträskbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LYN	V	2	L	Y	N
SE720965-158859	Tjickuträskbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE720975-164113	Vormbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Malå - 2418, Norsjö - 2417	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LYN	V	2	L	Y	N
SE722273-163002	Vormbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Malå - 2418	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE722367-168900	Slyträskbäcken	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417, Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE722485-176289	Kvarnbäcken	Kustområde - SE16017	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE722502-170709	Kusån	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE723946-161687	Mattjokbäcken	Umeälven - SE28000	Västerbotten - 24	Malå - 2418	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE724535-169948	Selsbäcken	Byskeälven - SE18000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE724567-173009	Klubbälven	Åbyälven - SE17000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE724751-168476	Svartbäcken	Byskeälven - SE18000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE724921-162335	Bockträskbäcken	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418, Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE726278-156708	SE726278-156708	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE726391-175378	Kyrkbyssundet	Kustområde - SE13014	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE726666-156346	SE726666-156346	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE726921-177617	SE726921-177617	Kustområde - SE10011	Norrbotten - 25	Piteå - 2581	SE1	SE1	Fyrkanten med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE728684-158236	SE728684-158236	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE728692-146895	Formbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE728746-145934	SE728746-145934	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE728767-177844	Sörbäcken	Kustområde - SE9010	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE731067-146468	Stintbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE731126-150979	SE731126-150979	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE731196-170873	Piteälven	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505, Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE731306-170982	Piteälven	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE732985-146375	SE732985-146375	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE733004-181378	Bölsbäcken	Kustområde - SE4005	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE733032-153234	Buoitesjåkkå	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE733337-150846	SE733337-150846	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE736195-155636	Rimojåkåtj	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE736441-159989	SE736441-159989	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE741752-165270	Nautasätno	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE741778-163263	Jullejåkkå	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE745978-171574	Lina älv	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE746272-172277	Nietsajoki	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE746669-171059	Lina älv	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE746693-173570	Tolkkijoki	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE754866-168671	Rautasälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE758107-813951	Luongasjoki	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SENO654839-126345	Enningdalsälven	Enningdalsälven - SE112000	Västra Götaland - 14, Østfold - N1	Dals-Ed - 1438, Halden - N101	SE5	SENO5101	Enningdalsälven	RW	Preliminär vattenförekomst	NV(R)	V6SNN	V	6	S	N	N
